submission_id,reporting_period,organisation_id,site_id,nation,packaging_material,packaging_class,activity,weight_tonnes,submission_date
REC-0189-Q4 2024-SITE-B-WD01,,ORG-12345,SITE-B,Scotland,Wood,Shipment,Supplied as goods,4.16368,2024-01-28
REC-0190-2024-Q1-SITE-D-FB01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Primary,Imported,2.53494,2024-05-08
REC-0191-Q2 2024-SITE-B-PL01,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Supplied as goods,4203.92,2024-06-09
REC-0192-2024-Q1-SITE-D-WD01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Wood,Tertiary,Supplied as goods,3806.26,2024-01-24
REC-0193-2024-Q3-SITE-A-ST01,2024-Q3,ORG-12345,SITE-A,England,Steel,Primary,Supplied as goods,2766.58,2024-06-17
REC-0194-2024-Q1-SITE-A-PL02,2024-Q1,ORG-12345,SITE-A,England,Plastic,Primary,Supplied as goods,2128.14,2024-11-15
REC-0195-2024-Q3-SITE-B-OT01,2024-Q3,ORG-12345,SITE-B,Scotland,Other,Primary,Exported,2.6011100000000003,2024-01-15
REC-0196-2024-Q3-SITE-E-PC01,2024-Q3,ORG-12345,SITE-E,England,Paper/card,Primary,Exported,2.11201,2024-10-10
REC-0197-2024-Q1-SITE-D-OT01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Other,Shipment,Exported,2793.05,2024-07-31
REC-0198-Q2 2024-SITE-C-PC01,2024-Q2,ORG-12345,SITE-C,Wales,Paper/card,Secondary,Exported,0.13040000000000002,2024-12-16
REC-0199-2024-Q1-SITE-B-PL02,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Tertiary,Exported,3689.18,2024-10-20
REC-0200-Q2 2024-SITE-D-PC01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Paper/card,Tertiary,Exported,916.69,2024-02-16
REC-0201-2024Q2-SITE-A-WD01,2024-Q2,ORG-12345,SITE-A,England,Wood,Primary,Imported,1.0478800000000001,2024-10-04
REC-0202-2024-Q3-SITE-B-FB01,2024-Q3,ORG-12345,SITE-B,Scotland,Fibre-based composite,Tertiary,Exported,2.39333,2024-02-08
REC-0203-Q4 2024-SITE-D-PC01,,ORG-12345,SITE-D,Northern Ireland,Paper/card,Primary,Supplied as goods,4006.74,2024-07-06
REC-0204-Q4 2024-SITE-A-GL01,,ORG-12345,SITE-A,England,Glass,Secondary,Exported,2512.74,2024-08-22
REC-0205-2024-Q3-SITE-C-GL01,2024-Q3,ORG-12345,SITE-C,Wales,Glass,Shipment,Imported,1.6400000000000001,2024-08-30
REC-0206-2024-Q3-SITE-A-FB01,2024-Q3,ORG-12345,SITE-A,England,Fibre-based composite,Primary,Exported,2247.35,2024-08-24
REC-0207-Q2 2024-SITE-C-ST01,2024-Q2,ORG-12345,SITE-C,Wales,Steel,Tertiary,Supplied as goods,421.45,2024-03-15
REC-0208-Q4 2024-SITE-C-WD01,,ORG-12345,SITE-C,Wales,Wood,Primary,Supplied as goods,382.81,2024-01-31
REC-0209-2024-Q1-SITE-D-GL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Glass,Tertiary,Imported,4746.68,2024-03-25
REC-0210-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Other,Secondary,Imported,1606.21,2024-04-19
REC-0211-2024-Q3-SITE-C-WD01,2024-Q3,ORG-12345,SITE-C,Wales,Wood,Shipment,Imported,4.57204,2024-08-30
REC-0212-2024-Q1-SITE-B-AL01,2024-Q1,ORG-12345,SITE-B,Scotland,Aluminium,Shipment,Imported,3485.2,2024-02-21
REC-0213-2024-Q3-SITE-C-WD01,2024-Q3,ORG-12345,SITE-C,Wales,Wood,Primary,Exported,,2024-02-17
REC-0214-2024-Q3-SITE-B-OT01,2024-Q3,ORG-12345,SITE-B,Scotland,Other,Shipment,Imported,4.46209,2024-05-08
REC-0215-2024-Q3-SITE-A-UNKNOWN,2024-Q3,ORG-12345,SITE-A,England,,Primary,Supplied as goods,1221.84,2024-11-03
REC-0216-2024-Q3-SITE-A-PC01,2024-Q3,ORG-12345,SITE-A,England,Paper/card,Secondary,Exported,0.69237,2024-09-16
REC-0217-2024-Q3-SITE-Z-OT01,2024-Q3,ORG-12345,SITE-Z,,Other,Secondary,Imported,4.1255299999999995,2024-02-21
REC-0218-Q2 2024-SITE-E-WD01,2024-Q2,ORG-12345,SITE-E,England,Wood,Secondary,Exported,2.6109299999999998,2024-08-23
REC-0219-Q2 2024-SITE-C-OT01,2024-Q2,ORG-12345,SITE-C,Wales,Other,Tertiary,Supplied as goods,4.16538,2024-06-28
REC-0220-Q2 2024-SITE-C-AL01,2024-Q2,ORG-12345,SITE-C,Wales,Aluminium,Secondary,Exported,4.4798800000000005,2024-10-23
REC-0221-Q2 2024-SITE-E-ST01,2024-Q2,ORG-12345,SITE-E,England,Steel,Primary,Exported,1.54898,2024-11-07
REC-0222-2024-Q1-SITE-E-GL01,2024-Q1,ORG-12345,SITE-E,England,Glass,Primary,Exported,3141.17,2024-02-25
REC-0223-Q4 2024-SITE-E-PL01,,ORG-12345,SITE-E,England,Plastic,Tertiary,Exported,1.36005,2024-12-07
REC-0224-Q2 2024-SITE-D-PL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Exported,2750.61,2024-08-09
REC-0225-Q4 2024-SITE-D-ST01,,ORG-12345,SITE-D,Northern Ireland,Steel,Secondary,Supplied as goods,3.45864,2024-09-08
REC-0226-Q4 2024-SITE-C-AL01,,ORG-12345,SITE-C,Wales,Aluminium,Secondary,Exported,761.16,2024-07-22
REC-0227-2024-Q3-SITE-A-OT01,2024-Q3,ORG-12345,SITE-A,England,Other,Shipment,Supplied as goods,1629.62,2024-05-20
REC-0228-Q4 2024-SITE-E-GL01,,ORG-12345,SITE-E,England,Glass,Primary,Supplied as goods,1486.55,2024-04-05
REC-0229-Q4 2024-SITE-D-PC01,,ORG-12345,SITE-D,Northern Ireland,Paper/card,Shipment,Exported,1.5979400000000001,2024-06-20
REC-0230-Q2 2024-SITE-B-WD01,2024-Q2,ORG-12345,SITE-B,Scotland,Wood,Primary,Supplied as goods,4728.9,2024-07-13
REC-0231-2024-Q1-SITE-C-PL01,2024-Q1,ORG-12345,SITE-C,Wales,Plastic,Primary,Imported,2499.73,2024-08-22
REC-0232-2024-Q1-SITE-C-GL01,2024-Q1,ORG-12345,SITE-C,Wales,Glass,Secondary,Exported,1860.6,2024-02-10
REC-0233-Q4 2024-SITE-D-OT01,,ORG-12345,SITE-D,Northern Ireland,Other,Primary,Imported,2.78845,2024-06-06
REC-0234-2024-Q3-SITE-E-PL02,2024-Q3,ORG-12345,SITE-E,England,Plastic,Primary,Supplied as goods,1999.82,2024-04-25
REC-0235-2024-Q3-SITE-B-OT01,2024-Q3,ORG-12345,SITE-B,Scotland,Other,Secondary,Exported,0.24926,2024-10-06
REC-0236-2024-Q3-SITE-C-WD01,2024-Q3,ORG-12345,SITE-C,Wales,Wood,Primary,Exported,4.471,2024-08-03
REC-0237-2024-Q3-SITE-E-ST01,2024-Q3,ORG-12345,SITE-E,England,Steel,Shipment,Imported,2561.21,2024-01-23
REC-0238-2024-Q3-SITE-E-PC01,2024-Q3,ORG-12345,SITE-E,England,Paper/card,Secondary,Exported,592.54,2025-01-01
REC-0239-Q4 2024-SITE-A-PL01,,ORG-12345,SITE-A,England,Plastic,Shipment,Imported,1.3643800000000001,2024-10-09
REC-0240-2024-Q1-SITE-B-FB01,2024-Q1,ORG-12345,SITE-B,Scotland,Fibre-based composite,Primary,Exported,1.24887,2024-06-23
REC-0241-Q4 2024-SITE-E-FB01,,ORG-12345,SITE-E,England,Fibre-based composite,Primary,Imported,3467.98,2024-02-15
REC-0242-Q4 2024-SITE-E-GL01,,ORG-12345,SITE-E,England,Glass,Shipment,Supplied as goods,2826.39,2024-04-12
REC-0243-Q4 2024-SITE-E-WD01,,ORG-12345,SITE-E,England,Wood,Shipment,Imported,2754.05,2024-05-20
REC-0244-Q2 2024-SITE-C-ST01,2024-Q2,ORG-12345,SITE-C,Wales,Steel,Shipment,Imported,1163.09,2025-01-09
REC-0245-2024-Q1-SITE-C-WD01,2024-Q1,ORG-12345,SITE-C,Wales,Wood,Secondary,Imported,1776.58,2024-12-26
REC-0246-2024-Q1-SITE-C-OT01,2024-Q1,ORG-12345,SITE-C,Wales,Other,Secondary,Imported,4.10097,2024-02-24
REC-0247-Q2 2024-SITE-B-PC01,2024-Q2,ORG-12345,SITE-B,Scotland,Paper/card,Secondary,Exported,1319.4,2024-06-01
REC-0248-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Other,Tertiary,Imported,0.7295,2024-10-12
REC-0249-Q4 2024-SITE-C-AL01,,ORG-12345,SITE-C,Wales,Aluminium,Tertiary,Supplied as goods,309.83,2024-12-28
REC-0250-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Glass,Primary,Exported,4.89066,2024-12-13
REC-0251-Q2 2024-SITE-A-AL01,2024-Q2,ORG-12345,SITE-A,England,Aluminium,Tertiary,Imported,1.63978,2024-02-03
REC-0252-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Glass,Secondary,Supplied as goods,4.67292,2024-06-11
REC-0253-2024-Q3-SITE-C-PL01,2024-Q3,ORG-12345,SITE-C,Wales,Plastic,Primary,Imported,2.86141,2024-12-08
REC-0254-Q4 2024-SITE-E-OT01,,ORG-12345,SITE-E,England,Other,Shipment,Imported,4.45184,2024-04-22
REC-0255-2024-Q1-SITE-B-PL02,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Supplied as goods,3669.04,2024-07-05
REC-0256-Q4 2024-SITE-E-ST01,,ORG-12345,SITE-E,England,Steel,Shipment,Exported,3.79855,2024-10-04
REC-0257-Q4 2024-SITE-B-PC01,,ORG-12345,SITE-B,Scotland,Paper/card,Primary,Imported,3.36282,2024-05-21
REC-0258-2024-Q3-SITE-C-PL01,2024-Q3,ORG-12345,SITE-C,Wales,Plastic,Secondary,Imported,1215.83,2024-11-03
REC-0259-2024-Q1-SITE-A-PL01,2024-Q1,ORG-12345,SITE-A,England,Plastic,Secondary,Exported,1.82978,2024-06-20
REC-0260-2024-Q3-SITE-A-GL01,2024-Q3,ORG-12345,SITE-A,England,Glass,Secondary,Exported,2537.48,2024-11-24
REC-0261-2024-Q3-SITE-E-AL01,2024-Q3,ORG-12345,SITE-E,England,Aluminium,Primary,Supplied as goods,2417.0,2025-01-08
REC-0262-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Other,Secondary,Exported,4.019880000000001,2024-08-30
REC-0263-Q2 2024-SITE-A-OT01,2024-Q2,ORG-12345,SITE-A,England,Other,Tertiary,Imported,0.43661,2024-10-15
REC-0264-Q2 2024-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Glass,Primary,Imported,4279.71,2024-11-08
REC-0265-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Primary,Exported,2.25514,2024-08-14
REC-0266-Q4 2024-SITE-A-WD01,,ORG-12345,SITE-A,England,Wood,Shipment,Supplied as goods,2816.05,2024-01-16
REC-0267-2024-Q1-SITE-A-AL01,2024-Q1,ORG-12345,SITE-A,England,Aluminium,Shipment,Supplied as goods,274.18,2024-09-12
REC-0268-2024-Q3-SITE-D-PL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Imported,0.94091,2024-08-31
REC-0269-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Fibre-based composite,Secondary,Supplied as goods,3.42952,2024-10-16
REC-0270-2024-Q1-SITE-A-FB01,2024-Q1,ORG-12345,SITE-A,England,Fibre-based composite,Shipment,Supplied as goods,3.6529000000000003,2024-09-08
REC-0271-Q4 2024-SITE-B-OT01,,ORG-12345,SITE-B,Scotland,Other,Secondary,Exported,1.9274200000000001,2024-04-03
REC-0272-2024-Q1-SITE-D-ST01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Steel,Primary,Exported,3.83918,2024-04-29
REC-0273-2024-Q1-SITE-B-PL02,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Primary,Exported,0.2162,2024-08-26
REC-0274-2024-Q3-SITE-B-AL01,2024-Q3,ORG-12345,SITE-B,Scotland,Aluminium,Shipment,Supplied as goods,3.7842100000000003,2024-11-04
REC-0275-2024-Q3-SITE-B-PC01,2024-Q3,ORG-12345,SITE-B,Scotland,Paper/card,Shipment,Exported,3874.06,2024-12-18
REC-0276-Q2 2024-SITE-E-OT01,2024-Q2,ORG-12345,SITE-E,England,Other,Primary,Imported,1.53748,2024-12-27
REC-0277-2024-Q3-SITE-D-FB01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Shipment,Imported,282.08,2024-08-15
REC-0278-Q2 2024-SITE-B-FB01,2024-Q2,ORG-12345,SITE-B,Scotland,Fibre-based composite,Primary,Imported,1913.48,2024-03-28
REC-0279-Q2 2024-SITE-E-WD01,2024-Q2,ORG-12345,SITE-E,England,Wood,Primary,Exported,2092.75,2024-05-18
REC-0280-2024-Q1-SITE-C-ST01,2024-Q1,ORG-12345,SITE-C,Wales,Steel,Primary,Imported,3251.19,2024-04-21
REC-0281-Q2 2024-SITE-A-PL01,2024-Q2,ORG-12345,SITE-A,England,Plastic,Secondary,Imported,3.38468,2024-12-23
REC-0282-2024-Q1-SITE-C-OT01,2024-Q1,ORG-12345,SITE-C,Wales,Other,Primary,Imported,1084.0,2024-04-21
REC-0283-Q2 2024-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Plastic,Tertiary,Imported,4.576479999999999,2024-06-27
REC-0284-2024-Q3-SITE-C-ST01,2024-Q3,ORG-12345,SITE-C,Wales,Steel,Secondary,Imported,2691.57,2024-10-03
REC-0285-Q2 2024-SITE-C-WD01,2024-Q2,ORG-12345,SITE-C,Wales,Wood,Secondary,Supplied as goods,4023.94,2024-06-23
REC-0286-2024-Q3-SITE-A-FB01,2024-Q3,ORG-12345,SITE-A,England,Fibre-based composite,Primary,Exported,4.3272200000000005,2024-11-09
REC-0287-Q2 2024-SITE-D-FB01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Secondary,Supplied as goods,1.02115,2024-10-22
REC-0288-Q2 2024-SITE-D-PC01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Paper/card,Secondary,Imported,4834.22,2024-07-13
REC-0289-2024-Q1-SITE-E-GL01,2024-Q1,ORG-12345,SITE-E,England,Glass,Primary,Exported,2.7554000000000003,2024-02-01
REC-0290-Q2 2024-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Plastic,Tertiary,Exported,0.29014999999999996,2024-05-12
REC-0291-2024-Q1-SITE-C-PL02,2024-Q1,ORG-12345,SITE-C,Wales,Plastic,Tertiary,Supplied as goods,95.25,2024-12-06
REC-0292-2024-Q1-SITE-A-WD01,2024-Q1,ORG-12345,SITE-A,England,Wood,Tertiary,Imported,127.87,2024-06-03
REC-0293-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Other,Secondary,Supplied as goods,2535.97,2024-10-09
REC-0294-2024-Q3-SITE-C-GL01,2024-Q3,ORG-12345,SITE-C,Wales,Glass,Primary,Supplied as goods,3117.92,2024-02-24
REC-0295-2024-Q1-SITE-C-PC01,2024-Q1,ORG-12345,SITE-C,Wales,Paper/card,Secondary,Imported,2.84676,2024-12-12
REC-0296-2024-Q1-SITE-A-PL01,2024-Q1,ORG-12345,SITE-A,England,Plastic,Primary,Imported,1927.36,2024-04-11
REC-0297-2024-Q1-SITE-E-PL02,2024-Q1,ORG-12345,SITE-E,England,Plastic,Secondary,Imported,3242.29,2024-02-05
REC-0298-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Aluminium,Primary,Exported,4443.39,2024-12-30
REC-0299-2024-Q1-SITE-C-ST01,2024-Q1,ORG-12345,SITE-C,Wales,Steel,Shipment,Exported,3.30764,2024-11-10
REC-0300-Q2 2024-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Glass,Tertiary,Exported,4.11347,2024-05-17
REC-0301-2024Q2-SITE-A-FB01,2024-Q2,ORG-12345,SITE-A,England,Fibre-based composite,Tertiary,Exported,1.69206,2024-03-05
REC-0302-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Fibre-based composite,Primary,Supplied as goods,1735.93,2024-06-02
REC-0303-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Primary,Supplied as goods,1811.27,2024-11-09
REC-0304-2024-Q1-SITE-A-FB01,2024-Q1,ORG-12345,SITE-A,England,Fibre-based composite,Primary,Exported,1.5121300000000002,2024-04-02
REC-0305-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Exported,0.81367,2024-03-01
REC-0306-Q2 2024-SITE-A-PL01,2024-Q2,ORG-12345,SITE-A,England,Plastic,Secondary,Imported,1831.59,2024-04-19
REC-0307-2024-Q1-SITE-A-FB01,2024-Q1,ORG-12345,SITE-A,England,Fibre-based composite,Secondary,Exported,2795.96,2024-03-15
REC-0308-2024-Q1-SITE-D-OT01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Other,Primary,Exported,3010.32,2024-08-13
REC-0309-Q2 2024-SITE-E-FB01,2024-Q2,ORG-12345,SITE-E,England,Fibre-based composite,Tertiary,Supplied as goods,3.63798,2024-07-27
REC-0310-2024-Q1-SITE-B-GL01,2024-Q1,ORG-12345,SITE-B,Scotland,Glass,Primary,Imported,1540.6,2024-08-24
REC-0311-2024-Q3-SITE-C-ST01,2024-Q3,ORG-12345,SITE-C,Wales,Steel,Secondary,Imported,2.4469499999999997,2024-11-30
REC-0312-2024-Q3-SITE-B-WD01,2024-Q3,ORG-12345,SITE-B,Scotland,Wood,Shipment,Exported,1.01796,2024-08-04
REC-0313-2024-Q3-SITE-D-PC01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Paper/card,Tertiary,Exported,,2024-12-13
REC-0314-2024-Q3-SITE-D-GL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Glass,Secondary,Imported,3.0359000000000003,2024-08-05
REC-0315-Q2 2024-SITE-E-UNKNOWN,2024-Q2,ORG-12345,SITE-E,England,,Secondary,Exported,3490.04,2024-07-25
REC-0316-Q2 2024-SITE-E-ST01,2024-Q2,ORG-12345,SITE-E,England,Steel,Tertiary,Imported,1.85683,2024-10-22
REC-0317-2024-Q3-SITE-Z-PL01,2024-Q3,ORG-12345,SITE-Z,,Plastic,Tertiary,Imported,4.7177299999999995,2024-02-19
REC-0318-2024-Q3-SITE-B-FB01,2024-Q3,ORG-12345,SITE-B,Scotland,Fibre-based composite,Tertiary,Imported,738.94,2024-04-02
REC-0319-Q4 2024-SITE-E-FB01,,ORG-12345,SITE-E,England,Fibre-based composite,Tertiary,Imported,416.13,2024-09-30
REC-0320-2024-Q1-SITE-E-FB01,2024-Q1,ORG-12345,SITE-E,England,Fibre-based composite,Shipment,Supplied as goods,3964.07,2024-05-21
REC-0321-Q4 2024-SITE-C-PC01,,ORG-12345,SITE-C,Wales,Paper/card,Primary,Exported,3082.76,2024-01-20
REC-0322-2024-Q3-SITE-D-PL02,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Supplied as goods,2.5778499999999998,2024-09-08
REC-0323-2024-Q3-SITE-A-OT01,2024-Q3,ORG-12345,SITE-A,England,Other,Primary,Imported,4988.63,2024-02-27
REC-0324-Q4 2024-SITE-C-PL02,,ORG-12345,SITE-C,Wales,Plastic,Tertiary,Exported,751.29,2024-10-07
REC-0325-2024-Q1-SITE-C-WD01,2024-Q1,ORG-12345,SITE-C,Wales,Wood,Secondary,Imported,533.23,2024-02-06
REC-0326-Q2 2024-SITE-B-PL02,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Primary,Imported,3.25745,2024-04-05
REC-0327-Q2 2024-SITE-D-PC01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Paper/card,Shipment,Imported,4.794390000000001,2024-12-07
REC-0328-Q4 2024-SITE-D-FB01,,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Secondary,Supplied as goods,3.70007,2024-01-17
REC-0329-2024-Q1-SITE-E-AL01,2024-Q1,ORG-12345,SITE-E,England,Aluminium,Primary,Imported,3.77401,2024-04-19
REC-0330-2024-Q3-SITE-D-PC01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Paper/card,Secondary,Supplied as goods,2314.87,2024-07-31
REC-0331-Q2 2024-SITE-E-FB01,2024-Q2,ORG-12345,SITE-E,England,Fibre-based composite,Shipment,Supplied as goods,1772.23,2024-06-15
REC-0332-2024-Q1-SITE-C-PL02,2024-Q1,ORG-12345,SITE-C,Wales,Plastic,Tertiary,Supplied as goods,1.60027,2024-07-24
REC-0333-Q4 2024-SITE-E-GL01,,ORG-12345,SITE-E,England,Glass,Shipment,Imported,2.12028,2024-04-19
REC-0334-Q2 2024-SITE-E-WD01,2024-Q2,ORG-12345,SITE-E,England,Wood,Tertiary,Exported,3.48249,2024-06-10
REC-0335-2024-Q1-SITE-C-GL01,2024-Q1,ORG-12345,SITE-C,Wales,Glass,Primary,Imported,4.21783,2024-03-24
REC-0336-Q4 2024-SITE-D-AL01,,ORG-12345,SITE-D,Northern Ireland,Aluminium,Tertiary,Imported,4820.95,2024-08-29
REC-0337-2024-Q1-SITE-C-WD01,2024-Q1,ORG-12345,SITE-C,Wales,Wood,Primary,Supplied as goods,2.8487199999999997,2024-05-09
REC-0338-2024-Q1-SITE-E-OT01,2024-Q1,ORG-12345,SITE-E,England,Other,Secondary,Supplied as goods,3914.66,2024-03-13
REC-0339-2024-Q1-SITE-E-ST01,2024-Q1,ORG-12345,SITE-E,England,Steel,Tertiary,Exported,4125.25,2024-08-27
REC-0340-2024-Q1-SITE-C-OT01,2024-Q1,ORG-12345,SITE-C,Wales,Other,Primary,Imported,0.55696,2024-05-28
REC-0341-Q2 2024-SITE-B-PC01,2024-Q2,ORG-12345,SITE-B,Scotland,Paper/card,Tertiary,Supplied as goods,2.2234000000000003,2024-11-11
REC-0342-Q2 2024-SITE-B-PC01,2024-Q2,ORG-12345,SITE-B,Scotland,Paper/card,Tertiary,Exported,3070.8,2024-04-29
REC-0343-2024-Q3-SITE-C-PL01,2024-Q3,ORG-12345,SITE-C,Wales,Plastic,Shipment,Imported,2.68479,2024-11-03
REC-0344-Q4 2024-SITE-B-ST01,,ORG-12345,SITE-B,Scotland,Steel,Tertiary,Exported,4.928170000000001,2024-06-04
REC-0345-Q4 2024-SITE-B-GL01,,ORG-12345,SITE-B,Scotland,Glass,Tertiary,Supplied as goods,1285.9,2024-03-27
REC-0346-Q4 2024-SITE-A-ST01,,ORG-12345,SITE-A,England,Steel,Tertiary,Imported,1.9071,2024-06-05
REC-0347-Q4 2024-SITE-A-PC01,,ORG-12345,SITE-A,England,Paper/card,Secondary,Imported,1.67008,2024-12-20
REC-0348-Q4 2024-SITE-B-PC01,,ORG-12345,SITE-B,Scotland,Paper/card,Tertiary,Supplied as goods,3988.61,2024-09-24
REC-0349-Q4 2024-SITE-E-ST01,,ORG-12345,SITE-E,England,Steel,Secondary,Imported,1.7218900000000001,2024-12-29
REC-0350-2024-Q1-SITE-A-PL01,2024-Q1,ORG-12345,SITE-A,England,Plastic,Primary,Supplied as goods,3149.59,2024-08-27
REC-0351-Q2 2024-SITE-C-WD01,2024-Q2,ORG-12345,SITE-C,Wales,Wood,Primary,Imported,1.05148,2024-03-02
REC-0352-Q4 2024-SITE-A-PC01,,ORG-12345,SITE-A,England,Paper/card,Secondary,Supplied as goods,1.8906300000000003,2024-06-19
REC-0353-Q2 2024-SITE-A-AL01,2024-Q2,ORG-12345,SITE-A,England,Aluminium,Secondary,Exported,0.50144,2024-02-23
REC-0354-2024-Q1-SITE-A-GL01,2024-Q1,ORG-12345,SITE-A,England,Glass,Shipment,Supplied as goods,2621.25,2024-07-08
REC-0355-Q2 2024-SITE-A-PL02,2024-Q2,ORG-12345,SITE-A,England,Plastic,Tertiary,Imported,3485.45,2024-02-29
REC-0356-Q4 2024-SITE-B-PL02,,ORG-12345,SITE-B,Scotland,Plastic,Primary,Imported,1869.43,2024-12-08
REC-0357-2024-Q3-SITE-D-GL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Glass,Primary,Exported,2.83829,2024-05-03
REC-0358-2024-Q1-SITE-A-GL01,2024-Q1,ORG-12345,SITE-A,England,Glass,Secondary,Exported,3.4485,2024-03-18
REC-0359-2024-Q3-SITE-B-FB01,2024-Q3,ORG-12345,SITE-B,Scotland,Fibre-based composite,Secondary,Imported,1.60679,2024-02-27
REC-0360-2024-Q3-SITE-A-AL01,2024-Q3,ORG-12345,SITE-A,England,Aluminium,Shipment,Exported,3020.04,2024-10-06
REC-0361-Q4 2024-SITE-B-OT01,,ORG-12345,SITE-B,Scotland,Other,Primary,Exported,1.98917,2024-03-12
REC-0362-2024-Q3-SITE-C-AL01,2024-Q3,ORG-12345,SITE-C,Wales,Aluminium,Secondary,Exported,2.98995,2024-07-31
REC-0363-2024-Q1-SITE-A-FB01,2024-Q1,ORG-12345,SITE-A,England,Fibre-based composite,Secondary,Exported,3430.56,2024-02-18
REC-0364-2024-Q3-SITE-D-PL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Supplied as goods,0.24714,2024-09-27
REC-0365-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Fibre-based composite,Secondary,Exported,2.04127,2024-02-24
REC-0366-2024-Q1-SITE-E-OT01,2024-Q1,ORG-12345,SITE-E,England,Other,Primary,Supplied as goods,2705.13,2025-01-06
REC-0367-2024-Q1-SITE-D-FB01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Tertiary,Supplied as goods,0.33663,2024-11-23
REC-0368-2024-Q1-SITE-A-PL01,2024-Q1,ORG-12345,SITE-A,England,Plastic,Secondary,Exported,3.7213800000000004,2024-03-25
REC-0369-2024-Q3-SITE-B-PL01,2024-Q3,ORG-12345,SITE-B,Scotland,Plastic,Primary,Imported,4767.43,2024-05-31
REC-0370-2024-Q1-SITE-C-PL02,2024-Q1,ORG-12345,SITE-C,Wales,Plastic,Tertiary,Supplied as goods,1708.3,2024-11-05
REC-0371-Q2 2024-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Imported,2.57837,2024-04-04
REC-0372-2024-Q1-SITE-B-ST01,2024-Q1,ORG-12345,SITE-B,Scotland,Steel,Tertiary,Supplied as goods,4.47663,2024-01-21
REC-0373-2024-Q1-SITE-B-AL01,2024-Q1,ORG-12345,SITE-B,Scotland,Aluminium,Primary,Imported,1.85168,2024-12-15
REC-0374-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Fibre-based composite,Primary,Imported,1278.9,2024-07-23
REC-0375-2024-Q1-SITE-B-PL02,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Shipment,Exported,4.514609999999999,2024-02-19
REC-0376-2024-Q1-SITE-C-WD01,2024-Q1,ORG-12345,SITE-C,Wales,Wood,Tertiary,Imported,3878.96,2024-09-04
REC-0377-Q2 2024-SITE-E-PL01,2024-Q2,ORG-12345,SITE-E,England,Plastic,Secondary,Supplied as goods,1493.4,2024-07-21
